number,operator,date,shot,TFoffset,d-tacq,TFdtacq,comment,CB1[kV],Start [us],Crowbar [us],CB2[kV],delay[us],Crowbar [us],TF[kV],delay[us],Solenoid,delay,EF[A],gas,gas pressure,delay[s],予備電離,fast camera ,width,ショットの種類,Magnetic Probe comments,Max(PSI),Max(PSI),Gun[kV],Gun_delay[us],,DopplerDelay,Dopplerwidth[μs],SXR exposure,SXR interval,Gain of Framing,Gain of CMOS,Period (Start time)
692,,,15,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
693,,,16,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,
694,,,17,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,
695,,,18,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
696,,,19,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,
697,,,20,,,,TF maybe wrong?,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,
698,,,21,,,,TF maybe wrong?,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,
699,,,22,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
700,,,23,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
701,,,24,,,,electrode trigger trouble; no plasma,39,400,455,30,410,,1,,,,70,H,,,,,,,,,,,,,,,,,,,
702,,,25,,,,,39,400,455,30,410,,1,,,,70,H,10,,,,,,,,,,,,,,,,,,
703,,,26,,,,,39,400,455,35,410,,1,,,,70,H,10,,,,,,,,,,,,,,,,,,
704,,,27,,,,"main discharged triggered early, no plasma",39,400,455,39,410,,1,,,,70,H,,,,,,,,,,,,,,,,,,,
705,,,28,,,,,39,400,455,39,410,,1,,,,70,H,10,,,,,,,,,,,,,,,,,,
706,,,29,,,,forgot digitizer,39,400,455,39,410,,0.4,,,,70,H,,,,,,,,,,,,,,,,,,,
707,,,30,,,,,39,400,455,,,,3,,,,70,H,,,,,,,,,,,,,,,,,,,
708,,,31,,,,,39,400,455,39,410,,0.4,,,,70,H,,,,,,,,,,,,,,,,,,,
709,,,32,,,,,39,400,455,39,410,,0.6,,,,70,H,,,,,,,,,,,,,,,,,,,
710,秋光,200726,6,,,,,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,7,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,8,,,,,30,,,3,,,,,,,100,,15.1,,,,,,,,,,,,,,,,,,
713,,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,10,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,11,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,田辺,200814,?,,,,TF3kV only オシロ200us/div,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
717,,,?,,,,今日は400kfps_0.4us露光,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,2,,,,CB1 only (rgw 2 <-->3逆？）,39,400,455,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,3,,,,CB1_TF_vacuum,39,,455,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
720,,,4,,,,OHあり お掃除ショット,39,400,455,,,,3,50,2,225,0,,7.84,,,,,,,,,,,,,,,,,,
721,,,5,,,,EFあり,39,400,455,,,,3,50,2,225,90,,6.8,,,,,,,,,,,,,,,,,,
722,,,6,,,,1us 露光に変更,,,,,,,,,,,,,7.24,,,,,,,,,,,,,,,,,,
723,,,7,,,,EF100A (合体中微妙),,,,,,,,,,,100,,8,,,,,,,,,,,,,,,,,,
724,,,8,,,,EF80A,,,,,,,,,,,80,,8,,,,,,,,,,,,,,,,,,
725,,,9,,,,"EF90, OH_TF delay changed",,,,,,,,150,,235,90,,8,,,,,,,,,,,,,,,,,,
726,,,10,,,,vacuum,39,,,,,,3,150,0,,,,,,,,,,,,,,,,,,,,,,
727,,,11,,,,,39,,,,,,3,150,2,225,,,7.6,,,,,,,,,,,,,,,,,,
728,,,12,,,,vacuum TF only,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,
729,,,13,,,,EF70 TF delayed,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,
730,,,,,,,光らなかった,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,
731,,,15,,,,13みたいにいかない？？？,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,
732,,,16,,,,最初に戻した,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
733,,,17,,,,OHなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,18,,,,repeat ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,田辺,200821,1,,,,reference shot with crowbar,39,400,455,,,,3,50,,,0,,,,,,,,,,,,,,,,,,,,
736,,,2,,,,reference shot w/o crowbar,39,400,なし,,,,3,50,,,0,,,,,,,,,,,,,,,,,,,,
737,,,3,,,,ガス多めお掃除ショット 1us露光400kfps,39,400,455,,,,3,50,2,225,0,,25,,,,,,,,,,,,,,,,,,
738,,,4,,,,ガス多め + EFあり90A CB1 37まで下がった,39,400,455,,,,3,50,2,225,90,,24,,,,,,,,,,,,,,,,,,
739,,,5,,,,ガス少し減らした + EFあり90A,39,400,455,,,,3,50,2,225,90,,16,,,,,,,,,,,,,,,,,,
740,,,6,,,,ガス減らしたらめっちゃ変になった,39,400,455,,,,3,50,2,225,90,,4.64,,,,,,,,,,,,,,,,,,
741,,,7,,,,前回の最適オペに戻す　CB1 38.6,38.6,400,455,,,,3,50,2,225,90,,10,,,,,,,,,,,,,,,,,,
742,,,8,,,,Hαフィルターつき、2.3us露光,36.5,400,455,,,,3,50,2,225,90,,9.2,,,,,,,,,,,,,,,,,,
743,,,9,,,,1usに戻した、OH2.5kV,39,400,455,,,,3,50,2.5,225,90,,8.8,,,,,,,,,,,,,,,,,,
744,,,10,,,,OHなし,39,400,455,,,,3,50,,,90,,8.8,,,,,,,,,,,,,,,,,,
745,,,11,,,,EF80A OH2.5kV,39,400,455,,,,3,50,2.5,225,80,,8.8,,,,,,,,,,,,,,,,,,
746,tanabe cai,200824,0,,,,CB1 vacuum 38.85? mag. probe failed,39,400,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,1,,,,CB1 vacuum,39,400,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,2,,,,TF vacuum,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
749,,,3,,,,"CB1, TF1 vacuum",39,400,455,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
750,,,4,,,,前回最適ショット0821_shot11,39,400,455,,,,3,50,2.5,225,80,,9.84,,,,,,,,,,,,,,,,,,
751,,,5,,,,カメラ微調整　同じ条件,39,400,455,,,,3,50,2.5,225,80,,9.6,,,,,,,,,,,,,,,,,,
752,,,6,,,,カメラ微調整　同じ条件,39,400,455,,,,3,50,2.5,225,80,,9.28,,,,,,,,,,,,,,,,,,
753,,,7,,,,カメラ微調整　同じ条件,39,400,455,,,,3,50,2.5,225,80,,9.28,,,,,,,,,,,,,,,,,,
754,,,8,,,,TF vacuum,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
755,,,9,,,,カメラ微調整　同じ条件,39,400,455,,,,3,50,2.5,225,80,,9.28,,,,,,,,,,,,,,,,,,
756,,,10,,,,OHなし,39,400,455,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
757,,,11,,,,200kfps,39,400,455,,,,3,50,2.5,225,80,,,,,,,,,,,,,,,,,,,,
758,,,12,,,,300kfps,39,400,455,,,,3,50,2.5,225,80,,,,,,,,,,,,,,,,,,,,
759,,,13,,,,300kfps OHなし　プラズマつかなかった 波形はOK vacuum差し引きに使えそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,14,,,,300kfps OHなし　プラズマつかなかった　しょぼいのがついた。TFが原因?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,15,,,,300kfps OHなし　PF放電ずれてることが判明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,,16,,,,300kfps OHなし プラズマついた,39,400,455,,,,3,50,,,80,,9.52,,,,,,,,,,,,,,,,,,
763,,,17,,,,400kfps 逆OH,39,400,455,,,,3,50,2.5,470,80,,9.04,,,,,,,,,,,,,,,,,,
764,,,18,,,,400kfps EF強くする,,,,,,,,,2.5,470,100,,9.36,,,,,,,,,,,,,,,,,,
765,,,19,,,,cb1 放電失敗,,,,,,,,,,,120,,９．６８,,,,,,,,,,,,,,,,,,
766,,,20,,,,失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,,21,,,,失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,,22,,,,CB2放電せず・・・パルサー電圧下がってた,39,400,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
769,田中 秋光 田辺,201014,1,,,,,39,400,,39,400,,3,50,,,150,,10.4,,,200kfps photron,露光最大,,,,,,,,,,,,,,
770,,,2,,,,,39,400,,39,400,,3,50,2.5,225,100,,8,,,なし,,,,,,,,,,,,,,,
771,,,3,,,,,39,400,,39,400,,3,50,2.5,225,100,,8.6,,,配置修正,1.25us,X:\results\photron\20201014,,,,,,,,,,,,,
772,,,4,,,,"お昼明け CB1,2 テスト",39,400,,39,400,,,,,,,,,,,,1.25us,X:\results\photron\20201014,,,,,,,,,,,,,
773,,,5,,,,クローバーなしの真空ショット,39,400,,39,400,,3,50,,,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
774,,,6,,,,クローバーあり真空ショット,39,400,470,39,400,470,3,50,,,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
775,,,7,,,,OHあり　プラズマショット,39,400,470,39,400,470,3,50,2.5,225,125,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
776,,,8,,,,OHあり　プラズマショット,39,400,470,39,400,470,3,50,2.5,225,125,,9.6,,,シャッター時間最大だった,,X:\results\photron\20201014,,,,,,,,,,,,,
777,,,9,,,,OHあり　プラズマショット,39,400,470,39,400,470,3,50,2.5,225,150,,9.6,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
778,,,10,,,,クローバーあり真空ショット,39,400,470,39,400,470,3,50,,,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
779,,,11,,,,OHあり　プラズマショット,39,400,470,39,400,470,3,50,2.5,275,150,,9.6,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
780,,,12,,,,OHあり　プラズマショット,39,400,470,39,400,470,3,50,2.5,325,150,,9.6,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
781,,,13,,,,片側つかなかった,39,400,470,39,400,470,3,50,2.5,325,150,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
782,,,14,,,,,,,,,,,,,,275,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
783,,,15,,,,OHテスト,,,,,,,,,2.75,275,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
784,,,16,,,,OHテスト,,,,,,,,,3,250,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
785,,,17,,,,プラズマショット OH 3kV PF電圧下がった,,,,,,,,,3,250,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
786,,,18,,,,OHテスト3.2kV,,,,,,,,,3.2,250,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
787,,,19,,,,OHテスト3.4kV,,,,,,,,,3.4,250,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
788,,,20,,,,OHテスト3.5kV,,,,,,,,,3.5,250,,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
789,,,21,,,,プラズマショット OH 3.5kV 片側ついてない,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,,X:\results\photron\20201014,,,,,,,,,,,,,
790,,,22,,,,CB2 test クローバーかかってない？,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,23,,,,CB2 test クローバーOK,,,,39,400,470,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,24,,,,プラズマショット OH 3.5kV　片側しかつかず,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,,,,,,,,,,,,,,,
793,,,25,,,,CB1 test パルサー電圧下がってた。。。今日は終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,"tanaka, cai",10/16,1,,,,vacuum,39,400,,39,400,,3,50,3.5,250,150,,,,,,,,,,,,,,,,,,,,
795,,,2,,,,TF,,,,,,,3,50,,,150,,,,,,,,,,,,,,,,,,,,
796,,,3,,,,plasma shot,39,400,,39,400,,3,50,3.5,250,150,,8.8,,,470,5,,,,,,,,,,,,,,
797,,,4,,,,vacuum,39,400,,39,400,,3,50,,,150,,,,,,,,,,,,,,,,,,,,
798,,,5,,,,,39,400,,39,400,,3,50,,,150,,,,,,,,,,,,,,,,,,,,
799,,,6,,,,,39,400,,39,400,,,,,,150,,,,,,,,,,,,,,,,,,,,
800,,,7,,,,,39,400,,39,400,,3,,3.5,250,150,,9.8,,,460,5,,,,,,,,,,,,,,
801,,,8,,,,,39,400,,39,400,,,,,,150,,,,,,,,,,,,,,,,,,,,
802,,,9,,,,,39,400,,39,400,,3,50,3.5,250,150,,8.4,,,465,5,,,,,,,,,,,,,,
803,,,10,,,,mag_probe_miss,39,400,,39,400,,3,50,3.5,250,150,,8.4,,,470,5,,,,,,,,,,,,,,
804,,,11,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,,,,,,,,,,,,,,,
805,,,12,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,,,,,,,,,,,,,,,
806,,,13,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,8.8,,,460,5,,,,,,,,,,,,,,
807,,,14,,,,mag_probe_miss,39,400,470,39,400,470,3,50,3.5,250,150,,8.8,,,465,5,,,,,,,,,,,,,,
808,,,15,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,470,5,,,,,,,,,,,,,,
809,,,16,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,475,5,,,,,,,,,,,,,,
810,,,17,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,5,,,,,,,,,,,,,,
811,,,18,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,5,,,,,,,,,,,,,,
812,,,19,,,,one_side_plasma(CHI),39,400,470,39,400,470,3,50,3.5,250,150,,,,,465,5,,,,,,,,,,,,,,
813,,,20,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,,5,,,,,,,,,,,,,,
814,,,21,,,,w/oOH,39,400,470,39,400,470,3,50,,,150,,,,,465,5,,,,,,,,,,,,,,
815,,,22,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,465,5,,,,,,,,,,,,,,
816,,,23,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,8.8,,,465,5,,,,,,,,,,,,,,
817,,,24,,,,CHI,,,,,,,,,,,,,,,,470,5,,,,,,,,,,,,,,
818,,,25,,,,CB1 delay,39,400,470,39,400,470,3,50,3.5,250,150,,,,,470,5,,,,,,,,,,,,,,
819,,,26,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,470,5,,,,,,,,,,,,,,
820,,,27,,,,CHI,39,400,470,39,400,470,3,50,3.5,250,150,,,,,475,5,,,,,,,,,,,,,,
821,,,28,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,475,5,,,,,,,,,,,,,,
822,,,29,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,475,5,,,,,,,,,,,,,,
823,,,30,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,480,,,,,,,,,,,,,,,
824,,,31,,,,,39,400,470,39,400,470,3,50,3.5,250,150,,,,,480,5,,,,,,,,,,,,,,
825,"tanabe, himeno, kamiya, kim",201021,1,,,,CB1 + crowbar: gas 2.8/1.1 (start/crowbar),39,400,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,,2,,,,CB2 + crowbar: gas 3.43/0.6 (start/crowbar),,,,39,400,470,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,3,,,,TF only,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
828,,,4,,,,CB1 + CB2 +TF (vacuum): CB1　飛ぶの遅れた,37,400,470,37,400,470,3,50,,,,,,,,,,,,,,,,,,,,,,,
829,,,5,,,,CB1 + CB2 +TF (vacuum): CB1 gas 2.5/1.1,39,400,470,39,400,470,3,50,,,,,,,,,,,,,,,,,,,,,,,
830,,,6,,,,OHあり、EFなし、お掃除ショット,39,400,470,39,400,470,3,50,3.5,250,0,H,20,,,200kfps,,,,,,,,,,,,,,,
831,,,7,,,,OHあり、EFなし、お掃除ショット２,36.7,400,470,36.7,400,470,3,50,3.5,250,0,H,20,,,,,,,,,,,,470us gain900 5us (NAC),,,,,,
832,,,8,,,,OHあり、EFあり、ガス多いまま,39,400,470,39,400,470,3,50,3.5,250,150,H,19,,,,,,,,,,,,470us gain900 1us (NAC),,,,,,
833,,,9,,,,OHあり、EFあり、Ip落ちた後ランプアップ型,39,400,470,39,400,470,3,50,3.5,300,150,H,19,,,,,,,,,,,,470us gain1000 1us (NAC),,,,,,
834,,,10,,,,OHあり、EFあり、さらにOH遅延かえる,39,400,470,39,400,470,3,50,3.5,350,150,H,19,,,,,,,,,,,,470us gain1025 1us (NAC),,,,,,
835,,,11,,,,OHあり、EFあり、OH遅延変更,39,400,470,39,400,470,3,50,3.5,325,150,H,19,,,,,,,,,,,,470us gain1050 1us (NAC),,,,,,
836,,,12,,,,OHあり、EFあり、OH遅延変更,39,400,470,39,400,470,3,50,3.5,275,150,H,19,,,,,,,,,,,,470us gain 1100 1us (保存前に消えてしまった・・・),,,,,,
837,,,13,,,,OHあり、EFあり、OH遅延変更,39,400,470,39,400,470,3,50,3.5,225,150,H,19,,,,,,,,,,,,470us gain 1100 1us ,,,,,,
838,,,14,,,,OHあり、EFあり、OH遅延変更,38,400,470,39,400,470,3,50,3.5,200,150,H,19,,,,,,,,,,,,落ちた,,,,,,
839,,,15,,,,OHあり、EFあり、OH遅延変更,39,400,470,39,400,470,3,50,3.5,175,150,H,19,,,,,,,,,,,,470us gain 1050,,,,,,
840,,,16,,,,OH最大値更新 delay 275usあたりで開拓,39,400,470,39,400,470,3,50,4,275,150,H,19,,,,,,,,,,,,470us gain 1050,,,,,,
841,,,17,,,,OH4kVでdelay変更,39,400,470,39,400,470,3,50,4,300,150,H,19,,,,,,,,,,,,470us gain 1050,,,,,,
842,,,18,,,,OH4kVでdelay変更,39,400,470,39,400,470,3,50,4,285,150,H,19,,,,,,,,,,,,470us gain 1050,,,,,,
843,,,19,,,,OH4kVでdelay変更,39,400,470,39,400,470,3,50,4,280,150,H,18,,,,,,,,,,,,470us gain 1050,,,,,,
844,,,20,,,,OH4kV ガス半分 (reference shot: 16),39,400,470,39,400,470,3,50,4,275,150,H,10,,,,,,,,,,,,470us gain 1050,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,tanabe sawa take,201022,1,,,,お掃除ショット,39,400,470,39,400,470,3,50,4,275,0,H,33,,,,,,,,,,,,,,,,,,
847,,,2,,,,TFのみ オシロ100us/div,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
848,,,3,,,,TFのみ オシロ200us/div,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,
849,,,4,,,,"PF, TFのみ真空ショット",39,400,470,39,400,470,3,50,,,,,,,,,,,,,,,,,,,,,,,
850,,,5,,,,EFありお掃除ショット,39,400,470,39,400,470,3,50,4,275,150,H,40,,,,,,,,,,,,,,,,,,
851,,,6,,,,EFあり昨日の16shot 参照 (),39,400,470,39,400,470,3,50,4,275,150,H,20,,,,,,,,,,,,,,,,,,
852,,,7,,,,もっかいお掃除,39,400,470,39,400,470,3,50,4,275,0,H,20,,,,,,,,,,,,,,,,,,
853,,,8,,,,12mTorr 片方しかつかなかった,39,400,470,39,400,470,3,50,4,275,0,H,12,,,,,,,,,,,,,,,,,,
854,,,9,,,,CB1ガス3.2に変更　他は昨日くらい,39,400,470,39,400,470,3,50,4,275,0,H,12,,,,,,,,,,,,,,,,,,
855,,,10,,,,CB1 ガス3に変更　ドレン水大量にたまってた,39,400,470,39,400,470,3,50,4,275,0,H,10,,,,,,,,,,,,,,,,,,
856,,,11,,,,5mTorr狙い TF自爆？,39,400,470,39,400,470,3,50,4,275,0,H,5,,,,,,,,,,,,,,,,,,
857,,,12,,,,ガス4.8 いい感じのランプアップ,39,400,470,39,400,470,3,50,4,275,0,H,4.8,,,,,,,,,,,,,,,,,,
858,,,13,,,,"2mTorr　(パルサー電圧調整　ガス圧調整2.5, 3.8　一回ガス抜きあれこれ　打てたけどプラズマはつかなかった)",,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,
859,,,14,,,,10mTorr　Ipは減るが温度はこの辺が定常作れる,39,400,470,39,400,470,3,50,4,275,0,H,10,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,tanabe,201026,1,,,,"CB1,2,TF (注：後で見たらreference失敗)",39,400,470,39,400,470,3,50,4,,,H,10,,,,,,,,,,,,,,,,,,
862,,,2,,,,"CB1,2,TF,EFなし, OHありお掃除",39,400,470,39,400,470,3,50,4,275,0,H,36.8,,,,,,,,,,,,,,,,,,
863,,,3,,,,"CB1,2,TF,EFあり, OHあり (CB1失敗)",39,400,470,39,400,470,3,50,4,275,150,H,8.2,,,,,,,,,,,,,,,,,,
864,,,4,,,,"CB1,2,TF,EFあり, OHあり (CB1失敗)",39,400,470,39,400,470,3,50,4,275,150,H,10,,,,,,,,,,,,,,,,,,
865,,,5,,,,TF reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,,6,,,,CB1第一ピークでクローバかかってしまった,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,7,,,,CB1 start2.9 クローバ0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,8,,,,shot scan,39,400,470,39,400,470,3,50,4,275,150,H,10,,,,,,,,,,,,,,,,,,
869,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,13,,,,Ip連結良い感じ? (CB2 クローバ失敗してた),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,,16,,,,"CB1, 2, TF reference とりなおし",39,400,470,39,400,470,3,50,,,,,,,,,,,,,,,,,,,,,,,
877,,,17,,,,scan 再開,39,400,470,39,400,470,3,50,4,275,150,H,10,,,,,,,,,,,,,,,,,,
878,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,25,,,,CB1失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,,27,,,,miss　CB1失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,28,,,,デジタイザー XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,,29,,,,,39,400,470,39,400,470,3,50,4,275,150,H,10,,,,,,,,,,,,,,,,,,
890,"funato,fujikawa",210107,1,,,,真空ショット,39,400,none,,,,3,50,,,70,H,14.7,,,,,,,,,,,,,,,,,,
891,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,7,,,,片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,8,,,,片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,,9,,,,失敗(PFの向きが片方逆だった),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,10,,,,成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,"funato,fujikawa",210108,1,,,,真空ショット,39,400,none,,,,3,50,,,70,H,,,,,,,,,,,,,,,,,,,
898,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,,9,,,,失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,11,,,,磁気面取り込み失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,"funato,takeda",210114,1,,,,真空ショット,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,2,,,,TFオンリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,3,,,,ショット4のロゴスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,4,,,,ロゴスキー　失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,5,,,,クローバー失敗,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,,6,,,,クローバー遅かった,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,,7,,,,PFが先に放電、失敗,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,,8,,,,プラズマ点かず、失敗,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,9,,,,成功,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,,10,,,,PFの波形が出なかった、失敗,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,,11,,,,PFのタイミングが遅かった、失敗,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,12,,,,クローバーかからず、失敗、ここまでEFなし,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,13,,,,EF点けた、TFオンリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,,14,,,,PF点かず、失敗,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
