time(us),ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
0.0,-0.1252375,-0.03925,-0.057625,-0.0847875,-0.1458875,-0.1152,-0.0662625,-0.09161250000000001,-0.086025,-0.10488750000000001,-0.12461250000000001,-0.070575,-0.19265000000000002,-0.12738750000000001,-0.094975,-0.10602500000000001,-0.083275,-0.150525,-0.18222500000000003,-0.10602500000000001,-0.15115,-0.13963750000000003,-0.1290875,-0.40940000000000004
0.1,-0.1252375,-0.04005,-0.057225,-0.08358750000000001,-0.14528749999999999,-0.11580000000000001,-0.0660625,-0.0904125,-0.084825,-0.1040875,-0.12241250000000001,-0.069775,-0.19125,-0.1285875,-0.092375,-0.105425,-0.08667500000000002,-0.15372500000000003,-0.183025,-0.10522500000000001,-0.14875,-0.13903749999999998,-0.1274875,-0.40940000000000004
0.2,-0.12423750000000001,-0.038650000000000004,-0.05802500000000001,-0.08378750000000001,-0.1462875,-0.1154,-0.06646250000000001,-0.0904125,-0.084625,-0.1042875,-0.1232125,-0.071375,-0.19065000000000001,-0.1281875,-0.093375,-0.10522500000000001,-0.08867500000000002,-0.15572500000000003,-0.183025,-0.10522500000000001,-0.14975,-0.1378375,-0.1280875,-0.40940000000000004
0.30000000000000004,-0.1248375,-0.03825,-0.055825,-0.0863875,-0.1480875,-0.1162,-0.06686249999999999,-0.0894125,-0.08442500000000001,-0.1040875,-0.1232125,-0.07197500000000001,-0.19225,-0.1277875,-0.09277500000000001,-0.106625,-0.084875,-0.152525,-0.18022500000000002,-0.104625,-0.14755000000000001,-0.1370375,-0.1296875,-0.40940000000000004
0.4,-0.12403750000000001,-0.039850000000000003,-0.056625,-0.0841875,-0.1458875,-0.11680000000000001,-0.06646250000000001,-0.0884125,-0.085025,-0.10488750000000001,-0.12341250000000001,-0.071775,-0.19085000000000002,-0.1267875,-0.093975,-0.10622500000000001,-0.085075,-0.150925,-0.182625,-0.10502500000000001,-0.15015,-0.13963750000000003,-0.1286875,-0.40940000000000004
0.5,-0.1252375,-0.03905,-0.057225,-0.0853875,-0.1466875,-0.115,-0.0650625,-0.0904125,-0.087825,-0.10488750000000001,-0.12441250000000001,-0.072375,-0.19225,-0.1275875,-0.092375,-0.105825,-0.086875,-0.152125,-0.182425,-0.10442500000000002,-0.14815,-0.13763750000000002,-0.1270875,-0.40940000000000004
0.6000000000000001,-0.1264375,-0.039650000000000005,-0.057625,-0.08658750000000001,-0.14648750000000002,-0.11480000000000001,-0.06586249999999999,-0.0894125,-0.08542500000000001,-0.1042875,-0.1240125,-0.070375,-0.19125,-0.1287875,-0.09317500000000001,-0.10502500000000001,-0.08647500000000001,-0.151725,-0.182025,-0.103825,-0.14915,-0.1394375,-0.1286875,-0.40940000000000004
0.7000000000000001,-0.12583750000000002,-0.04005,-0.057225,-0.0853875,-0.1458875,-0.11660000000000001,-0.0662625,-0.08901250000000001,-0.08542500000000001,-0.1016875,-0.12261250000000001,-0.073575,-0.18985000000000002,-0.1259875,-0.091375,-0.10522500000000001,-0.085275,-0.15232500000000002,-0.181625,-0.103625,-0.14795000000000003,-0.13763750000000002,-0.1274875,-0.40940000000000004
0.8,-0.1268375,-0.038650000000000004,-0.056425,-0.0853875,-0.1462875,-0.1174,-0.06586249999999999,-0.0904125,-0.08622500000000001,-0.10388750000000001,-0.1248125,-0.07097500000000001,-0.18985000000000002,-0.1285875,-0.093975,-0.105425,-0.08467500000000001,-0.15372500000000003,-0.183025,-0.10502500000000001,-0.14815,-0.1368375,-0.12688750000000001,-0.40940000000000004
0.9,-0.1248375,-0.04045,-0.055425,-0.0847875,-0.1470875,-0.11680000000000001,-0.0650625,-0.0904125,-0.08642500000000002,-0.1056875,-0.1242125,-0.071375,-0.19185000000000002,-0.1285875,-0.093975,-0.10702500000000001,-0.08547500000000001,-0.151725,-0.181625,-0.10502500000000001,-0.14875,-0.1368375,-0.12688750000000001,-0.40940000000000004
1.0,-0.1238375,-0.038450000000000005,-0.057225,-0.08378750000000001,-0.1456875,-0.11560000000000001,-0.0654625,-0.0898125,-0.08442500000000001,-0.10388750000000001,-0.1232125,-0.071375,-0.19005000000000002,-0.12738750000000001,-0.092975,-0.105425,-0.08567500000000002,-0.152925,-0.182425,-0.10422500000000001,-0.14955000000000002,-0.1398375,-0.1286875,-0.40940000000000004
1.1,-0.12403750000000001,-0.03805000000000001,-0.055625,-0.08378750000000001,-0.1458875,-0.1172,-0.0660625,-0.0894125,-0.08642500000000002,-0.1036875,-0.12341250000000001,-0.071575,-0.19085000000000002,-0.12838750000000002,-0.089575,-0.106825,-0.088275,-0.15372500000000003,-0.183025,-0.103825,-0.14875,-0.13763750000000002,-0.1256875,-0.40940000000000004
1.2000000000000002,-0.1246375,-0.03885,-0.056625,-0.0853875,-0.1480875,-0.11660000000000001,-0.0662625,-0.0912125,-0.08522500000000001,-0.1036875,-0.12341250000000001,-0.07297500000000001,-0.19265000000000002,-0.1287875,-0.092575,-0.107825,-0.086275,-0.15232500000000002,-0.182625,-0.103625,-0.14755000000000001,-0.1348375,-0.1274875,-0.40940000000000004
1.3,-0.1234375,-0.03925,-0.055225,-0.08358750000000001,-0.1456875,-0.1154,-0.0652625,-0.0898125,-0.085625,-0.1050875,-0.12561250000000002,-0.071375,-0.19165000000000001,-0.1279875,-0.094575,-0.10702500000000001,-0.084875,-0.150525,-0.18122500000000002,-0.10722500000000001,-0.14834999999999998,-0.1384375,-0.1294875,-0.40940000000000004
1.4000000000000001,-0.1228375,-0.03785,-0.055225,-0.0843875,-0.14528749999999999,-0.116,-0.06586249999999999,-0.0904125,-0.084625,-0.1046875,-0.1228125,-0.070175,-0.19265000000000002,-0.1289875,-0.09177500000000001,-0.10622500000000001,-0.086275,-0.152925,-0.18282500000000002,-0.106625,-0.14815,-0.1370375,-0.1280875,-0.40940000000000004
1.5,-0.1236375,-0.041650000000000006,-0.055825,-0.08658750000000001,-0.14648750000000002,-0.117,-0.06466250000000001,-0.0908125,-0.08542500000000001,-0.1042875,-0.1232125,-0.07097500000000001,-0.19085000000000002,-0.12938750000000002,-0.09277500000000001,-0.106425,-0.087275,-0.152925,-0.182425,-0.101825,-0.14895000000000003,-0.1368375,-0.12788750000000002,-0.40940000000000004
1.6,-0.1260375,-0.04005,-0.054825000000000006,-0.08658750000000001,-0.1470875,-0.1162,-0.06686249999999999,-0.0910125,-0.087825,-0.10488750000000001,-0.12441250000000001,-0.070775,-0.19025,-0.12738750000000001,-0.09477500000000001,-0.105825,-0.086075,-0.152125,-0.182625,-0.104825,-0.14934999999999998,-0.1378375,-0.1266875,-0.40940000000000004
1.7000000000000002,-0.1248375,-0.04045,-0.056225000000000004,-0.0841875,-0.1476875,-0.1174,-0.0662625,-0.0904125,-0.08642500000000002,-0.1046875,-0.1240125,-0.07297500000000001,-0.19185000000000002,-0.1271875,-0.092975,-0.104825,-0.086075,-0.15132500000000002,-0.183025,-0.104825,-0.14995000000000003,-0.13903749999999998,-0.1290875,-0.40940000000000004
1.8,-0.1256375,-0.039650000000000005,-0.056025000000000005,-0.08558750000000001,-0.1472875,-0.1162,-0.06686249999999999,-0.0902125,-0.085025,-0.1036875,-0.12361250000000001,-0.07197500000000001,-0.19385000000000002,-0.1277875,-0.091575,-0.108225,-0.085875,-0.151725,-0.18282500000000002,-0.10502500000000001,-0.14895000000000003,-0.13863750000000002,-0.1276875,-0.40940000000000004
1.9000000000000001,-0.12403750000000001,-0.040850000000000004,-0.057625,-0.0843875,-0.1476875,-0.11480000000000001,-0.06766250000000001,-0.0904125,-0.08642500000000002,-0.1040875,-0.12441250000000001,-0.071175,-0.19285000000000002,-0.1277875,-0.092175,-0.104825,-0.08647500000000001,-0.152925,-0.182025,-0.104625,-0.15034999999999998,-0.13763750000000002,-0.1284875,-0.40940000000000004
2.0,-0.1250375,-0.04105,-0.057025000000000006,-0.0839875,-0.1482875,-0.116,-0.0648625,-0.09161250000000001,-0.085825,-0.10488750000000001,-0.1232125,-0.071575,-0.19065000000000001,-0.1287875,-0.092175,-0.105625,-0.08567500000000002,-0.152925,-0.18222500000000003,-0.10602500000000001,-0.14915,-0.1388375,-0.1280875,-0.40940000000000004
2.1,-0.12423750000000001,-0.04125,-0.057825,-0.0833875,-0.1470875,-0.118,-0.06566250000000001,-0.09001250000000001,-0.086625,-0.1050875,-0.12441250000000001,-0.07197500000000001,-0.19085000000000002,-0.1291875,-0.093575,-0.105625,-0.087275,-0.152725,-0.181625,-0.10442500000000002,-0.15015,-0.1374375,-0.1280875,-0.40940000000000004
2.2,-0.1246375,-0.039650000000000005,-0.057025000000000006,-0.0851875,-0.14648750000000002,-0.11860000000000001,-0.0654625,-0.0910125,-0.087625,-0.1056875,-0.12361250000000001,-0.072175,-0.19145,-0.1279875,-0.093375,-0.10522500000000001,-0.086075,-0.152725,-0.18282500000000002,-0.10502500000000001,-0.14875,-0.1364375,-0.1282875,-0.40940000000000004
2.3000000000000003,-0.1254375,-0.039650000000000005,-0.057225,-0.08498750000000001,-0.1468875,-0.117,-0.06586249999999999,-0.09001250000000001,-0.08822500000000001,-0.10388750000000001,-0.12261250000000001,-0.072175,-0.19185000000000002,-0.12738750000000001,-0.093375,-0.10602500000000001,-0.086875,-0.153525,-0.183425,-0.10442500000000002,-0.14875,-0.1388375,-0.1296875,-0.40940000000000004
2.4000000000000004,-0.1244375,-0.04005,-0.056025000000000005,-0.08378750000000001,-0.1466875,-0.11480000000000001,-0.06646250000000001,-0.0908125,-0.08742500000000002,-0.1040875,-0.1230125,-0.071775,-0.19085000000000002,-0.12738750000000001,-0.09277500000000001,-0.10702500000000001,-0.085875,-0.152925,-0.182625,-0.10622500000000001,-0.14915,-0.1374375,-0.1280875,-0.40940000000000004
2.5,-0.1252375,-0.04145,-0.057025000000000006,-0.0839875,-0.1468875,-0.11780000000000002,-0.0660625,-0.0894125,-0.087025,-0.1036875,-0.1248125,-0.070175,-0.19125,-0.12738750000000001,-0.092975,-0.10722500000000001,-0.085875,-0.153525,-0.183625,-0.105425,-0.14934999999999998,-0.1380375,-0.12788750000000002,-0.40940000000000004
2.6,-0.1244375,-0.04005,-0.055425,-0.0841875,-0.1460875,-0.1164,-0.0650625,-0.0898125,-0.084625,-0.1046875,-0.1240125,-0.07397500000000001,-0.19065000000000001,-0.1289875,-0.09477500000000001,-0.10722500000000001,-0.084875,-0.152525,-0.183425,-0.104025,-0.14834999999999998,-0.1382375,-0.1286875,-0.40940000000000004
2.7,-0.12663750000000001,-0.039850000000000003,-0.05802500000000001,-0.0843875,-0.14648750000000002,-0.11580000000000001,-0.06566250000000001,-0.08901250000000001,-0.08522500000000001,-0.1050875,-0.1240125,-0.073375,-0.19045,-0.1277875,-0.09377500000000001,-0.107625,-0.087075,-0.152925,-0.183025,-0.10602500000000001,-0.14995000000000003,-0.13903749999999998,-0.1274875,-0.40940000000000004
2.8000000000000003,-0.1248375,-0.03885,-0.058425000000000005,-0.0853875,-0.1468875,-0.11580000000000001,-0.06666250000000001,-0.0908125,-0.08522500000000001,-0.10448750000000001,-0.1230125,-0.07197500000000001,-0.19185000000000002,-0.12838750000000002,-0.093575,-0.106425,-0.087075,-0.15372500000000003,-0.18222500000000003,-0.10602500000000001,-0.15075,-0.1380375,-0.1284875,-0.40940000000000004
2.9000000000000004,-0.1234375,-0.04025,-0.056425,-0.0841875,-0.1458875,-0.11760000000000001,-0.06566250000000001,-0.0894125,-0.084025,-0.10348750000000001,-0.12261250000000001,-0.070575,-0.19305,-0.1275875,-0.092975,-0.105825,-0.086875,-0.15472500000000003,-0.182625,-0.104625,-0.14775,-0.1378375,-0.1272875,-0.40940000000000004
3.0,-0.12403750000000001,-0.039850000000000003,-0.056025000000000005,-0.08498750000000001,-0.14548750000000002,-0.11580000000000001,-0.0662625,-0.0902125,-0.085825,-0.10488750000000001,-0.12441250000000001,-0.069375,-0.19185000000000002,-0.1289875,-0.092975,-0.107625,-0.087875,-0.15372500000000003,-0.182425,-0.105425,-0.14795000000000003,-0.1368375,-0.12888750000000002,-0.40940000000000004
3.1,-0.1250375,-0.039450000000000006,-0.057025000000000006,-0.0847875,-0.14748750000000002,-0.1162,-0.06646250000000001,-0.0902125,-0.08542500000000001,-0.1052875,-0.1240125,-0.072775,-0.19045,-0.12738750000000001,-0.09197500000000002,-0.10622500000000001,-0.086275,-0.152125,-0.183025,-0.10522500000000001,-0.15095000000000003,-0.13923750000000001,-0.1270875,-0.40940000000000004
3.2,-0.12583750000000002,-0.03805000000000001,-0.056425,-0.08458750000000001,-0.1446875,-0.117,-0.0660625,-0.0912125,-0.087025,-0.1060875,-0.12361250000000001,-0.072375,-0.19065000000000001,-0.1291875,-0.09277500000000001,-0.107825,-0.087075,-0.153925,-0.183625,-0.10422500000000001,-0.14795000000000003,-0.1380375,-0.1286875,-0.40940000000000004
3.3000000000000003,-0.1264375,-0.04005,-0.057425000000000004,-0.08358750000000001,-0.1470875,-0.1162,-0.0654625,-0.09001250000000001,-0.087025,-0.10548750000000001,-0.12441250000000001,-0.072575,-0.19185000000000002,-0.1257875,-0.094375,-0.10802500000000001,-0.086875,-0.153525,-0.18322500000000003,-0.103625,-0.14815,-0.13763750000000002,-0.1272875,-0.40940000000000004
3.4000000000000004,-0.1252375,-0.038650000000000004,-0.057825,-0.0831875,-0.14528749999999999,-0.1182,-0.0654625,-0.08901250000000001,-0.086025,-0.1046875,-0.12461250000000001,-0.071575,-0.19085000000000002,-0.1287875,-0.093975,-0.105625,-0.08747500000000001,-0.152525,-0.18382500000000002,-0.105625,-0.15015,-0.14023750000000001,-0.1284875,-0.40940000000000004
