number,operator,date,shot,TFoffset,d-tacq,TFdtacq,a039,a039_TF,comment,CB1[kV],Start [us],Crowbar [us],CB2[kV],delay[us],Crowbar [us],FC TF [kV],TF[kV],delay[us],FCTF[kV],delay[us],Crowbar[us],EF[A],Electrode [kV],delay   [us],OH,gas,gas pressure,delay[s],予備電離,Solenoid,delay,fast camera ,width,ショットの種類,Magnetic Probe comments,Max(PSI),Max(PSI),Gun[kV],Gun_delay[us],,DopplerDelay,Dopplerwidth[μs],SXR exposure,SXR interval,Gain of Framing,Gain of CMOS,Period (Start time)
204,曹、秋光,200121,122,,2421,,,,,39,,,39,,,,3,,,,,150,,,,,896,85,,,,460,5,,,,,,,,,,,,,,
205,曹、秋光,200121,123,,2422,,,,,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,曹、秋光,200121,124,,2423,,,,,39,,,39,,,,3,,,,,150,,,,,848,83,,,,465,5,,,,,,,,,,,,,,
207,曹、秋光,200121,125,,2424,,,,,39,,,39,,,,3,,,,,150,,,,,848,84,,,,470,5,,,,,,,,,,,,,,
208,曹、秋光,200121,126,,2425,,,,,39,,,39,,,,3,,,,,150,,,,,856,84,,,,475,5,,,,,,,,,,,,,,
209,曹、秋光,200121,127,,2426,,,,,39,,,39,,,,3,,,,,150,,,,,856,84,,,,470,5,,,,,,,,,,,,,,
210,曹、秋光,200121,128,,2427,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,曹、秋光,200121,129,,2428,,,,,39,,,39,,,,2.5,,,,,150,,,,,840,84,,,,460,5,,,,,,,,,,,,,,
212,曹、秋光,200121,130,,2429,,,,,39,,,39,,,,2.5,,,,,150,,,,,832,85,,,,465,5,,,,,,,,,,,,,,
213,曹、秋光,200121,131,,2430,,,,,39,,,39,,,,2.5,,,,,150,,,,,824,85,,,,470,5,,,,,,,,,,,,,,
214,曹、秋光,200121,132,,2431,,,,,0,,,0,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,曹、秋光,200121,133,,2432,,,,,39,,,39,,,,3.4,,,,,150,,,,,840,87,,,,460,5,,,,,,,,,,,,,,
216,曹、秋光,200121,134,,2433,,,,,39,,,39,,,,3.4,,,,,150,,,,,840,88,,,,465,5,,,,,,,,,,,,,,
217,曹、秋光,200121,135,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,840,88,,,,465,5,,,,,,,,,,,,,,
218,曹、秋光,200121,136,,2435,,,,,39,,,39,,,,3.4,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
219,曹、秋光,200121,137,,2436,,,,,35,,,35,,,,3.4,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
220,曹、秋光,200121,138,,2437,,,,,35,,,35,,,,3.4,,,,,0,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
221,曹、秋光,200121,139,,2438,,,,,35,,,35,,,,3,,,,,0,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
222,曹、秋光,200121,140,,2439,,,,,35,,,35,,,,2.5,,,,,0,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
223,曹、秋光,200121,141,,2440,,,,,35,,,35,,,,2,,,,,0,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
224,曹、秋光,200121,142,,2441,,,,,39,,,0,,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
225,曹、秋光,200121,143,,2442,,,,,0,,,39,,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
226,曹、秋光,200121,144,,2443,,,,,39,400,,30,465,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
227,曹、秋光,200121,145,,2444,,,,,39,400,,30,455,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
228,曹、秋光,200121,146,,2445,,,,,39,400,,30,400,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
229,曹、秋光,200121,147,,2446,,,,,39,400,,20,445,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
230,曹、秋光,200121,148,,2447,,,,,39,400,,30,445,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
231,曹、秋光,200121,149,,2448,,,,,39,400,,20,400,,,3,,,,,150,,,,,848,88,,,,470,5,,,,,,,,,,,,,,
232,秋光、三木,200127,1,,,,,,クローバr抵抗短絡,10,,,0,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
233,秋光、三木,200127,2,,,,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
234,秋光、三木,200127,3,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
235,秋光、三木,200127,4,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
236,秋光、三木,200127,5,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
237,秋光、三木,200127,6,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
238,秋光、三木,200127,7,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
239,秋光、三木,200127,8,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
240,秋光、三木,200127,9,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
241,秋光、三木,200127,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
242,秋光、三木,200127,11,,2449,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
243,秋光、三木,200127,12,,2450,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,
244,秋光、三木,200127,13,,2451,,,,,30,,,0,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
245,秋光、三木,200127,14,,2452,,,,お掃除,30,,,0,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
246,秋光、三木,200127,15,,2453,,,,お掃除,0,,,30,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,秋光、三木,200127,16,,,,,,PFのみ,39,,,39,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
248,秋光、三木,200127,17,,2455,,,,ミス,39,,,39,,,,3,,,,,150,,,,,,,,,,470,,,,,,,,,,,,,,,
249,秋光、三木,200127,18,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,59.2,,,,,,,,,,,,,,,,,,,,
250,秋光、三木,200127,19,,2456,,,,OK,39,,,39,,,,3,,,,,150,,,,Ar,59.2,,,,,470,1,,,,,,,,,,,,,,
251,秋光、三木,200127,20,,2457,,,,,0,,,0,,,,3,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,
252,秋光、三木,200127,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,秋光、三木,200127,22,,2458,,,,ミス,39,,,39,,,,1,,,,,150,,,,Ar,59.2,,,,,,,,,,,,,,,,,,,,
254,秋光、三木,200127,23,,2459,,,,miss mrd,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,秋光、三木,200127,24,,2460,,,,,39,,,39,,,,3,,,,,150,,,,Ar,55.2,,,,,470,,,,,,,,,,,,,,,
256,秋光、三木,200127,25,,2461,,,,,39,,,39,,,,3,,,,,150,,,,Ar,55.2,,,,,,,,,,,,,,,,,,,,
257,秋光、三木,200127,26,,2462,,,,miss mrd,0,,,0,,,,2,,,,,,,,,,55.2,,,,,,,REF,,,,,,,,,,,,,
258,秋光、三木,200127,27,,2463,,,,,39,,,39,,,,2,,,,,150,,,,Ar,55.2,,,,,,1,,,,,,,,,,,,,,
259,秋光、三木,200127,28,,2464,,,,,39,,,39,,,,2,,,,,150,,,,Ar,55.2,,,,,,2,,,,,,,,,,,,,,
260,秋光、三木,200127,29,,2465,,,,,39,,,39,,,,2,,,,,150,,,,Ar,55.2,,,,,,2,,,,,,,,,,,,,,
261,秋光、三木,200127,30,,2466,,,,,39,,,39,,,,3,,,,,150,,,,Ar,55.2,,,,,,2,,,,,,,,,,,,,,
262,秋光、三木,200127,31,,2467,,,,miss mrd,0,,,0,,,,3.4,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,
263,秋光、三木,200127,32,,2468,,,,,39,,,39,,,,3.4,,,,,150,,,,Ar,55.2,,,,,,,,,,,,,,,,,,,,
264,秋光、三木,200127,33,,2469,,,,,39,,,39,,,,3.4,,,,,150,,,,Ar,55.2,,,,,,,,,,,,,,,,,,,,
265,秋光、三木,200127,34,,2470,,,,,39,,,39,,,,3.4,,,,,150,,,,Ar,55.2,,,,,,,,,,,,,,,,,,,,
266,秋光、三木,200127,35,,,,,,"校正用にとりました（自分メモch1:カレントモニタ, ch8:校正ロゴスキー）",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,秋光、三木,200127,36,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,秋光、三木,200127,37,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,秋光、三木,200127,38,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,三木,200131,1,,,,,,校正用(ch8:校正ロゴ、Sep1),30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,三木,200131,2,,,,,,同上,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,三木,200131,3,,,,,,Pf1、おかしい,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,三木,200131,4,,,,,,同上,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,三木,200131,5,,,,,,Sep2,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,三木,200131,6,,,,,,同上,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,三木,200131,7,,,,,,Pf2、どっちかおかしかった記憶,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,三木,200131,8,,,,,,同上,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,三木,200131,9,,2471?,,,,両方で波形の変化確認,30,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,三木,200131,10,,,,,,,30,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,三木,200131,11,,,,,,PFよし,30,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,三木,200131,12,,,,,,Ch1: カレントモニタ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,三木,200131,13,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,三木,200131,14,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,三木,200131,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,三木,200131,16,,,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,秋光、三木,200131,17,,2485,,,,"プローブ１，３，２，５，４,minus_ind2",35,,,35,,,,2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
287,秋光、三木,200131,18,,2486,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,蔡,200202,6,,,,,,,39,,,39,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,7,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,8,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,9,,,,,,,39,,,,,,,3.4,,,,,,,,,H2,,,,,,,,,,,,,,,,,,,,,
293,,,10,,,,,,,,,,39,,,,3.4,,,,,,,,,H2,,,,,,,,,,,,,,,,,,,,,
294,,,11,,,,,,,39,,,39,,,,3.4,,,,,150,,,,H2,5.68,,,,,,,,,,,,,,,,,,,,
295,,,12,,,,,,,39,,,39,,,,3.4,,,,,150,,,,H2,4.48,,,,,,,,,,,,,,,,,,,,
296,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,14,,,,,,Bz 13,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,15,,,,,, Bz 14,39,,,39,,,,3.4,,,,,150,,,,H2,5.44,,,,,,,,,,,,,,,,,,,,
299,,,16,,,,,,Bz 15,39,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,17,,,,,,Bz 16,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,18,,,,,,Bz 17,39,,,39,,,,2.5,,,,,150,,,,H2,5.44,,,,,,,,,,,,,,,,,,,,
302,,,19,,,,,,Bz 18,39,,,39,,,,2.5,,,,,150,,,,H2,5.36,,,,,,,,,,,,,,,,,,,,
303,,,20,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,秋光,200206,1,,2503,,,,,0,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,秋光,200206,2,,2504,,,,,10,,,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,秋光,200206,3,,2505,,,,,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,秋光,200206,4,,2506,,,,,20,,,20,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,秋光,200206,5,,2507,,,,,30,,,30,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,秋光,200206,6,,2508,,,,,35,,,35,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,秋光,200206,,,2509,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,秋光,200206,8,,2510,,,,osouji,35,,,37,,,,2.5,,,,,,,,,Ar,94,,,,,,,,,,,,,,,,,,,,
312,秋光,200206,9,,2511,,,,,35,,,36,,,,2.5,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,
313,秋光,200206,10,,,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,秋光,200206,11,,2512,,,,,35,,,37,,,,2.5,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,
315,秋光,200206,12,,2513,,,,yowai,35,,,37,,,,2.5,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,
316,秋光,200206,13,,2514,,,,,35,,,37,,,,2.5,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,
317,秋光,200206,14,,2515,,,,gas ふやした、積分器1つミス,35,,,37,,,,2.5,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
318,秋光,200206,15,,2516,,,,yowai,35,,,37,,,,2.5,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
319,秋光,200206,16,,2517,,,,ok,35,,,37,,,,2.5,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
320,秋光,200206,17,,2518,,,,,0,,,0,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,秋光,200206,18,,2519,,,,,35,,,37,,,,3.4,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
322,秋光,200206,19,,2520,,,,,35,,,37,,,,3.4,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
323,秋光,200206,20,,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,秋光,200206,21,,2522,,,,短絡,35,,,37,,,,0,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
325,秋光,200206,22,,2523,,,,,35,,,37,,,,2.5,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,
326,秋光,200206,23,,2525,,,,配線変更,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,秋光,200206,24,,2526,,,,yowai,35,,,37,,,,2.5,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,,,,
328,秋光,200206,25,,2527,,,,,35,,,37,,,,2.5,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,
329,秋光,200206,26,,2528,,,,極性合わせPF,35,,,37,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
330,秋光,200206,27,,2529,,,,,35,,,37,,,,2.5,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,
331,秋光,200206,28,,,,,,455?,35,,,37,,,,2.5,,,,,,,,,,48.8,,,,,,,,,,,,,,,,,,,,
332,秋光,200206,29,,2531,,,,no plasma?,35,,,37,,,,2.5,,,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,
333,秋光,200206,30,,2532,,,,,35,,,37,,,,2.5,,,,,,,,,,53.6,,,,,,,,,,,,,,,,,,,,
334,秋光,200206,31,,2533,,,,,35,,,37,,,,2.5,,,,,,,,,,58.4,,,,,,,,,,,,,,,,,,,,
335,秋光,200206,32,,2534,,,,,35,,,37,,,,2.5,,,,,,,,,,58.4,,,,,,,,,,,,,,,,,,,,
336,秋光,200206,33,,2535,,,,,35,,,37,,,,2.5,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
337,秋光,200206,34,,2536,,,,,35,,,37,,,,2.5,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
338,秋光,200206,35,,2537,,,,,37,,,39,,,,2.5,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
339,秋光,200206,36,,2538,,,,,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
340,秋光,200206,37,,2539,,,,,0,,,0,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,秋光,200206,38,,2540,,,,,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
342,秋光,200206,39,,2541,,,,,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
343,秋光,200206,40,,2542,,,,,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
344,秋光,200206,41,,2543,,,,osoi,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
345,秋光,200206,42,,2544,,,,,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
346,秋光,200206,43,,2545,,,,,37,,,39,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
347,秋光,200206,44,,2546,,,,,35,,,37,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
348,秋光,200206,45,,2547,,,,,35,,,37,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
349,秋光,200206,46,,2548,,,,no plasma,33,,,35,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,秋光,200206,47,,2549,,,,PF,34,,,36,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,秋光,200206,48,,2550,,,,,34,,,36,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
352,秋光,200206,49,,2551,,,,,34,,,36,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
353,秋光,200206,50,,2552,,,,,34,,,36,,,,3.4,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,,,
354,秋光,200206,51,,2553,,,,,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,秋光,200206,52,,2554,,,,,34,,,36,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,秋光,200206,53,,2555,,,,,35,,,37,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,秋光,200206,54,,2556,,,,,35,,,37,,,,3,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,
358,秋光,200206,55,,2557,,,,,35,,,37,,,,3,,,,,,,,,,55.2,,,,,,,,,,,,,,,,,,,,
359,秋光,200206,56,,2558,,,,,35,,,37,,,,3,,,,,,,,,,55.2,,,,,,,,,,,,,,,,,,,,
360,秋光,200207,,,2561,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,秋光,200207,,,2562,,,,,0,,,0,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,三木、染谷(、秋光),200211,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,三木、染谷(、秋光),200211,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,三木、染谷(、秋光),200211,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,三木、染谷(、秋光),200211,4,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,三木、染谷(、秋光),200211,5,,,,,,ガス減りすぎ,39,,,,,,,3.4,,,,,150,,,,Ar,,2,,,,,,,,,,,,,,,,,,,
367,三木、染谷(、秋光),200211,6,,,,,,,39,,,,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
368,三木、染谷(、秋光),200211,7,,,,,,,,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
369,三木、染谷(、秋光),200211,8,,,,,,,25,,,,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
370,三木、染谷(、秋光),200211,9,,,,,,,,,,25,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
371,三木、染谷(、秋光),200211,10,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,50.4,,,,,,,,,,,,,,,,,,,,
372,三木、染谷(、秋光),200211,11,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
373,三木、染谷(、秋光),200211,12,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
374,三木、染谷(、秋光),200211,13,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
375,三木、染谷(、秋光),200211,14,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
376,三木、染谷(、秋光),200211,15,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
377,三木、染谷(、秋光),200211,16,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
378,三木、染谷(、秋光),200211,17,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
379,三木、染谷(、秋光),200211,18,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
380,三木、染谷(、秋光),200211,19,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
381,三木、染谷(、秋光),200211,20,,,,,,,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
382,三木、染谷(、秋光),200211,21,,,,,,,25,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
383,三木、染谷(、秋光),200211,22,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
384,三木、染谷(、秋光),200211,23,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
385,三木、染谷(、秋光),200211,24,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
386,三木、染谷(、秋光),200211,25,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
387,三木、染谷(、秋光),200211,26,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
388,三木、染谷(、秋光),200211,27,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
389,三木、染谷(、秋光),200211,28,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
390,三木、染谷(、秋光),200211,29,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
391,三木、染谷(、秋光),200211,30,,,,,,,39,,,39,,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
392,秋光、姫野、金,200416,1,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,秋光、姫野、金,200416,2,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,秋光、姫野、金,200416,3,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,秋光、姫野、金,200416,4,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,秋光、姫野、金,200416,5,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,秋光、姫野、金,200416,6,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,秋光、姫野、金,200416,7,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,秋光、姫野、金,200416,8,,,,,,,9,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,秋光、姫野、金,200416,9,,,,,,,0,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,秋光、姫野、金,200416,10,,,,,,,0,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,秋光、姫野、金,200416,11,,,,,,,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,秋光、姫野、金,200416,12,,,,,,,20,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,秋光、姫野、金,200416,13,,,,,,,30,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,秋光、姫野、金,200416,14,,,,,,,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,秋光、姫野、金,200416,15,,,,,,,39,,,39,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,秋光、姫野、金,200416,16,,,,,,,39,,,39,,,,3,,,,,,,,,Ar,0.96,,,,,,,,,,,,,,,,,,,,
408,秋光、姫野、金,200416,17,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.96,,,,,,,,,,,,,,,,,,,,
409,秋光、姫野、金,200416,18,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.92,,,,,,,,,,,,,,,,,,,,
410,秋光、姫野、金,200416,19,,,,,,,0,,,39,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
411,秋光、姫野、金,200416,20,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,,,,,,,,,,,,,,,
412,秋光、姫野、金,200416,21,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.9,,,,,,,,,,,,,,,,,,,,
